机	surname Ji; machine; mechanism; aircraft; an opportunity; crucial point; pivot; quick-witted; flexible; organic
层	to pile on top of one another; layer; stratum; floor; story; sheaf; classifier for layers; layer upon layer
生	to be born; to give birth; life; to grow; raw; uncooked; student
长	length; long; forever; always; constantly; chief; head; elder; to grow; to develop; to increase; to enhance
刮	to scrape; to blow; to shave; to plunder; to extort; to blow
更	to change or replace; to experience; one of the five two-hour periods into which the night was formerly divided; watch; more; even more; further; still; still more
她	she
决	to decide; to determine; to execute; to breach or burst; definitely; certainly
绦	see 絛綸|绦纶[di2 lun2]; braid; cord; sash
湿	moist; wet
妞	girl; little girl
询	to ask about; to inquire about
傅	surname Fu; instructor; to instruct; to attach; to apply
盗	to steal; to rob; to plunder; thief; bandit; robber
铁	surname Tie; iron; arms; weapons; hard; strong; violent; unshakeable; determined; close; tight
划	to row; to paddle; profitable; worth; it pays; to cut; to slash; to scratch; to strike; to delimit; to transfer; to assign; to plan; to draw; stroke of a Chinese character
柏	surname Bai; Taiwan pr. [Bo2]; cedar; cypress; Taiwan pr. [bo2]; ; variant of 柏[bai3]
象	elephant; shape; form; appearance; to imitate
凶	terrible; fearful; vicious; fierce; ominous; inauspicious; famine
晕	confused; dizzy; giddy; to faint; to swoon; to lose consciousness; to pass out; dizzy; halo; ring around moon or sun
光	light; ray; bright; shiny; only; merely; used up; finished; to leaveuncovered; bright; shiny; smooth; naked; bald; penniless
岸	bank; shore; beach; coast
自	self; oneself; from; since; naturally; as a matter of course
气	gas; air; smell; weather; to make angry; to annoy; to get angry; vital energy; qi
畜	livestock; domesticated animal; domestic animal; to raise
其	his; her; its; their; that; such; it
幸	trusted; intimate; to visit; surname Xing; fortunate; lucky
冒	surname Mao; to emit; to give off; to send out; to brave; to face; reckless; to falsely adopt; to feign; to cover
未	not yet; did not; have not; not; 8th earthly branch: 1-3 p.m., 6th solar month, year of the Sheep; ancient Chinese compass point: 210°
府	seat of government; government repository; official residence; mansion; presidential palace; Your home; prefecture
贼	thief; traitor; wily; deceitful; evil; extremely
恐	afraid; frightened; to fear
华	abbr. for China; Mt Hua 華山|华山 in Shaanxi; surname Hua; flower; magnificent; splendid; flowery
挺	straight; erect; to stick out; tostraighten up; to support; to withstand; outstanding; quite; very; classifier for machine guns
贱	inexpensive; lowly; despicable; my
螂	dragonfly; mantis
桶	bucket; can; barrel
歇	to rest; to take a break; to stop; to halt; to sleep; a moment; a short while
缝	to sew; to stitch; seam; crack; narrow slit
缔	closely joined; connection; knot
称	to fit; balanced; suitable; to weigh; to state; to name; name; appellation; to praise; steelyard
厅	hall; living room; office; provincial government department
唉	interjection or grunt of agreement or recognition; to sigh; alas; oh dear; sighing voice; crying sound
族	race; nationality; ethnicity; clan; by extension, social group
选	to choose; to pick; to select; to elect
软	soft; flexible
亏	deficiency; deficit; luckily; it's lucky that...; fancy that...
莎	katydid; phonetic "sha" used in transliteration; used in 莎草[suo1cao3]
愧	ashamed
嚼	to chew; also pr. [jue2]; used in 倒嚼[dao3 jiao4]
轻	light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral; to disparage; lightly; softly
密	surname Mi; name of an ancient state; secret; confidential; close; thick; dense; thick; dense; close
艳	colorful; splendid; gaudy; amorous; romantic; to envy; variant of 艷|艳[yan4]
陵	mound; tomb; hill; mountain
侠	knight-errant; brave and chivalrous; hero; heroic
赶	to overtake; to catch up with; to hurry; to rush; to try to catch; to driveforward; to driveaway; to avail oneself of; until; by
攘	to push up one's sleeves; to reject; to resist; to seize; to steal; to perturb; Taiwan pr. [rang2]; disorderly; confused; chaotic
骏	spirited horse
聘	to engage; to hire; to betroth; betrothal gift; to get married
棒	stick; club; cudgel; smart; capable; strong; wonderful; classifier for legs of a relay race
县	county
喵	meow; cat's mewing
脑	brain; mind; head; essence
详	detailed; comprehensive
罕	rare
曾	surname Zeng; once; already; ever; former; previously; ; great-
梅	surname Mei; plum; plum flower; Japanese apricot; old variant of 梅[mei2]
隶	a person in servitude; low-ranking subordinate; to be subordinate to; clerical script
蛙	frog
束	surname Shu; to bind; bunch; bundle; classifier for bunches, bundles, beams of light etc; to control
雨	rain; to rain; to fall; to precipitate; to wet
漂	to float; to drift; to bleach; elegant; polished
戴	surname Dai; to put on or wear; to respect; to bear; to support
露	surname Lu; to show; to reveal; to betray; to expose; dew; syrup; nectar; outdoors; to show; to reveal; to betray; to expose
全	surname Quan; all; whole; entire; every; complete
粤	Cantonese; short name for Guangdong 廣東|广东[Guang3 dong1]
锈	to rust
堵	to block up; to stop up; choked up with anxiety or stress; wall; 
裳	lower garment; skirts; petticoats; garments; used in 衣裳[yi1 shang5]
桔	Platycodon grandiflorus; water bucket
桌	table; desk; classifier for tables of guests at a banquet etc
烦	to feel vexed; to bother; to trouble; superfluous and confusing; edgy
粥	used in 葷粥|荤粥[Xun1 yu4]; congee; gruel; porridge
馅	stuffing; forcemeat; filling
嫁	to marry; to marry off a daughter; to shift
房	surname Fang; house; room; branch of an extended family; classifier for family members
沉	to submerge; to immerse; to sink; to keep down; to lower; to drop; deep; profound; heavy; deeply; heavily
毅	firm and resolute; staunch
颜	surname Yan; color; face; countenance
旷	to neglect; to skip; to waste; vast; loose-fitting
咚	boom; knock; Dongdong, cheerleading mascot of 2008 Beijing Olympics; thud; thumping; thudding; pounding
永	forever; always; perpetual
溜	to slip away; to escape in stealth; to skate; used in 冰溜[bing1 liu4]
剧	theatrical work; dramatic; acute; severe
悟	to comprehend; to apprehend; to become aware
鑄	no definition found
胡	surname Hu; non-Han people, esp. from central Asia; reckless; outrageous; what?; why?; to complete a winning hand at mahjong; see 衚衕|胡同[hu2 tong4]; beard; mustache; whiskers
蜻	see 蜻蜓[qing1 ting2]
诚	sincere; authentic; really; truly
忽	surname Hu; to neglect; to overlook; to ignore; suddenly; fleeting; in a flash; distracted manner; vacantly; frustratedly
尚	surname Shang; still; yet; to value; to esteem
义	surname Yi; abbr. for 義大利|义大利[Yi4 da4 li4], Italy; justice; righteousness; meaning; foster; adopted; artificial; relationship; friendship
巡	to patrol; to make one's rounds; classifier for rounds of drinks
莫	surname Mo; do not; there is none who
物	thing; the outside world as distinct from oneself; people other than oneself
庸	ordinary; to use
瓷	chinaware; porcelain; china
剔	to scrape the meat from bones; to pick; to weed out
辉	splendor; to shine upon
旦	dawn; daybreak; dan, female role in Chinese opera
旺	prosperous; flourishing; blooming; roaring
扑	to throw oneself at; to pounce on; to devote one's energies; to flap; to flutter; to dab; to pat; to bend over
胞	placenta; womb; born of the same parents
炊	to cook food
猪	hog; pig; swine
诵	to read aloud; to recite
涛	big wave; Taiwan pr. [tao2]
立	surname Li; to stand; to set up; to establish; to lay down; to draw up; at once; immediately
嘈	bustling; tumultuous; noisy
拖	to drag; to tow; to trail; to hang down; to mop; to delay; to drag on
二	two; 2; stupid
谎	lies; to lie
糊	muddled; paste; scorched; paste; cream; viscous; gooey; sticky; indistinct; thick congee; porridge; congee; to feed oneself
末	tip; end; final stage; latter part; inessential detail; powder; dust; opera role of old man
涌	; to bubble up; to rush forth
怪	bewildering; odd; strange; uncanny; devil; monster; to wonder at; to blame; quite; rather
绕	to wind; to coil; to rotate around; to spiral; to move around; to go round; to by-pass; to make a detour; to confuse; to perplex; twisting and turning; involved and tricky; to spiral; to move around; to go round; to by-pass; to make a detour
鸟	penis; bird; "bird" radical in Chinese characters; to pay attention to; damned; goddamn
蔬	vegetables
贡	surname Gong; to offer tribute; tribute; gifts
腥	fishy
兔	rabbit
教	surname Jiao; to teach; religion; teaching; to make; to cause; to tell
虚	emptiness; void; abstract theory or guiding principles; empty or unoccupied; diffident or timid; false; humble or modest; weak; virtual; in vain
宫	surname Gong; palace; temple; castration; first note in pentatonic scale
哀	Ai, sixth of legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God, also known as Li 釐|厘[Li2]; sorrow; grief; pity; to grieve for; to pity; to lament; to condole
祷	prayer; pray; supplication
剪	surname Jian; scissors; shears; clippers; to cut with scissors; to trim; to wipe out or exterminate
完	to finish; to be over; whole; complete; entire
峡	gorge
总	general; overall; to sum up; in every case; always; invariably; anyway; after all; eventually; sooner or later; surely; abbr. for 總經理|总经理[zong3 jing1 li3] or 總編|总编[zong3 bian1] etc
摊	to spread out; vendor's stand
证	to admonish; certificate; proof; to prove; to demonstrate; to confirm
吓	to scare; to intimidate; to threaten; tut-tut; ; to frighten; to scare
简	simple; uncomplicated; letter; to choose; to select; bamboo strips used for writing
挥	to wave; to brandish; to command; to conduct; to scatter; to disperse
砍	to chop; to cut down; to throw sth at sb
粮	grain; food; provisions; agricultural tax paid in grain
谬	to deceive; to confuse; to cheat; absurd; erroneous
削	to peel with a knife; to pare; to cut; to pare; to reduce; to remove; Taiwan pr. [xue4]
淀	shallow lake; to form sediment; to precipitate
酷	ruthless; strong; cool; hip
裔	descendants; frontier
焦	surname Jiao; burnt; scorched; charred; worried; anxious; coke; joule
辣	hot; pungent; to sting; to burn
俘	to take prisoner; prisoner of war
残	to destroy; to spoil; to ruin; to injure; cruel; oppressive; savage; brutal; incomplete; disabled; to remain; to survive; remnant; surplus
侦	to scout; to spy; to detect
答	bound form having the same meaning as the free word 答[da2], used in 答應|答应[da1 ying5], 答理[da1 li5] etc; to answer; to reply; to respond
境	border; place; condition; boundary; circumstances; territory
臣	surname Chen; state official or subject in dynastic China; I, your servant; Kangxi radical 131
萌	to sprout; to bud; cute; adorable
储	surname Chu; Taiwan pr. [Chu2]; to store up; to keep in reserve; heir to the throne; Taiwan pr. [chu2]
跪	to kneel
整	whole; complete; entire;whole;exactly; in good order; tidy; neat; to put in order; to straighten; to repair; to mend; to renovate; to fix sb; to give sb a hard time; to mess with sb; to tinker with; to do sth to; whole; full
躲	to hide; to dodge; to avoid
仙	immortal
览	to look at; to view; to read
蓝	surname Lan; blue; indigo plant
辐	spoke of a wheel
淡	insipid; diluted; weak; mild; light in color; tasteless; indifferent; faint; dim; dull; insipid; unenthusiastic; indifferent
缚	to bind; to tie; Taiwan pr. [fu2]
壤	soil; earth; the earth
圆	circle; round; circular; spherical; full; unit of Chinese currency; tactful; to make consistent and whole
理	texture; grain; inner essence; intrinsic order; reason; logic; truth; science; natural science; to manage; to pay attention to; to run; to handle; to put in order; to tidy up
悼	to mourn; to lament
郁	surname Yu; strongly fragrant; surname Yu; lush; luxuriant; melancholy; depressed
锅	pot; pan; wok; cauldron; pot-shaped thing
与	and; to give; together with; to take part in
